source_id,label,n_obs,t_span,period_d
431470735238640256,CEP,148,989.123,1.7470281786021324
440689349956503680,CEP,149,930.111,11.22307000077158
450144256595766528,ECL,124,931.941,0.9063979636975369
450556092422632192,DSCT|GDOR|SXPHE,81,929.61,
453709045097021696,LPV,127,931.439,
454292507817504128,RS,148,931.94,
457487168913714560,ECL,189,932.442,6.606198966998428
465620466879703296,RS,198,933.946,
466232585618161664,CEP,209,933.445,4.414908146308054
467236508452949376,RR,341,992.938,0.5800319361887407
467277976358068736,LPV,163,904.21,
467496268077100288,CEP,229,991.687,3.905301910848596
468431815031779456,CEP,204,929.936,6.6029934413391285
469680173047881344,CEP,170,930.688,5.124762244320465
474645189599315072,ECL,150,900.889,0.6944975111570204
478613808098823808,RR,230,986.856,0.5811133470373132
491868317692182144,LPV,218,994.69,
492765656618620544,ECL,212,995.44,0.2800095569711135
500649086268724864,RS,161,995.942,
500834761997677568,RR,158,996.692,0.5116934581212226
502433318763786368,ECL,158,996.618,2.1122482933497206
503725038767069312,RS,150,998.194,
505101283736367232,DSCT|GDOR|SXPHE,146,933.621,
505178760644698880,CEP,149,933.621,3.2969021829008365
512363180081109888,CEP,204,990.117,3.7221018123810206
514674937641488256,CEP,236,999.62,4.037916230210821
517035481717389184,LPV,192,963.818,
522468168674975616,CEP,206,990.942,4.2595693433576995
522686013718197504,CEP,176,990.044,4.900255513637092
522994186207076736,RS,187,989.941,
524686643840675840,CEP,165,988.691,2.7348672460168424
525956579769119744,CEP,162,987.295,7.789934897049238
530333868699471616,ECL,126,986.3,0.3773774336812141
534846990272749312,ECL,156,983.619,0.5202018653456808
537398372643864576,RS,126,984.199,
539914948599687936,RS,155,982.125,
548535562145309696,RS,157,1002.198,
555781554222934656,RR,144,1001.698,0.5858735068971682
563182951104861952,ECL,121,981.374,0.3616522277216015
563437522406679040,RS,133,981.125,
565861494572403328,ECL,145,979.449,1.0479672804429403
596113393074706944,DSCT|GDOR|SXPHE,105,964.368,
597574815826594304,RS,197,933.343,
606818268346350976,DSCT|GDOR|SXPHE,142,902.199,
613276593490475648,RR,97,935.502,0.7113893171147505
623746211929077888,RR,84,938.262,0.5478061370661409
628186009817147008,RR,101,902.642,0.6075438825936796
633875879411678336,RR,115,888.019,0.6470234293045535
661329237352979200,RR,169,938.004,0.556311796900789
681588705464179840,RS,119,970.316,
718909531725138816,RR,127,945.852,0.5206408167704263
738410813551247232,DSCT|GDOR|SXPHE,67,907.742,
760649153482126720,ECL,71,947.291,0.5058137918648969
791431188390038656,RR,239,957.906,0.38861527289862324
850942839357617664,RR,184,991.116,0.5065202503906053
854778240856752896,DSCT|GDOR|SXPHE,186,889.875,
861269177687846784,RR,170,996.197,0.507960658278197
862543889621373696,DSCT|GDOR|SXPHE,154,996.948,0.048433532247183435
863983115982280448,RR,162,998.125,0.571825454511598
871785800249672960,RS,55,970.138,
887755450728939904,DSCT|GDOR|SXPHE,74,970.816,
888729411873582464,RS,78,970.817,
893716762256121216,RS,74,973.575,
894364374604857472,ECL,60,974.077,0.3066214530149205
898002108825609088,RS,71,974.327,
910093438195775232,RS,149,975.834,
935442403896325120,RS,140,982.849,
937376788447658752,ECL,69,971.82,0.2546197046683541
942325621564365696,RS,85,972.647,
953094886985345152,RS,73,977.336,
958521320466592640,DSCT|GDOR|SXPHE,124,974.58,0.11965839771367508
960162964343191680,DSCT|GDOR|SXPHE,106,974.079,
960910769689349120,DSCT|GDOR|SXPHE,101,973.402,
972130598655221760,RS,95,979.416,
979311371656950912,DSCT|GDOR|SXPHE,114,980.166,
979753272251937280,DSCT|GDOR|SXPHE,107,980.667,0.06664115335347953
992355977608695296,DSCT|GDOR|SXPHE,94,980.668,
992879242063840256,DSCT|GDOR|SXPHE,100,981.595,
996392903269561088,ECL,121,982.421,0.36021769974551715
1038946404150180480,RR,190,989.788,0.5940086896070069
1040301041130534016,DSCT|GDOR|SXPHE,256,991.438,0.13484381490158617
1081913634936071296,DSCT|GDOR|SXPHE,128,986.93,0.08138033416237671
1086098311768618112,DSCT|GDOR|SXPHE,127,987.431,
1151955622297995264,RR,143,974.882,0.35402442743138085
1189616781770237696,RR,189,906.713,0.3569798289669336
1201451375174103552,RS,226,933.033,
1226027659076197632,RR,91,907.79,0.5128273796523259
1237913929528197248,RS,77,904.528,
1248397910338129664,CEP,172,907.781,2.0775633150327733
1262904969834797312,RR,162,902.773,0.32245177242731443
1284223950541257728,DSCT|GDOR|SXPHE,192,900.338,0.05593487576746277
1299202803606668928,RS,264,936.853,2.4014816926934057
1310135763116822144,RR,162,953.228,0.6053977394588816
1316725033222602240,RR,215,951.546,0.4116893889534035
1333108409311561600,RS,148,953.554,
1335714939064321280,RS,140,952.975,
1348730064360465792,RS,100,951.39,
1380969669432001408,CEP,144,936.152,15.519179169573583
1385927126843579520,RR,128,949.777,0.4747762402851798
1389586370260756992,RR,145,930.0,0.5039973176604725
1405183183218353152,RR,119,950.783,0.5439907548670956
1420324970160999936,RR,95,939.883,0.640782623954308
1430528438066814592,ECL,134,937.556,0.35400127890423877
1436977073763592832,RS,116,938.553,
1451127925851850368,RR,170,917.598,0.5485732643569307
1475631951226635776,RR,306,982.025,0.5019945930232997
1479499620818605568,RS,332,949.196,
1499783205167643392,RR,291,982.2,0.5862850668987912
1507132443966522496,RS,169,981.516,
1538170179748902656,RR,112,913.449,0.5225246843487696
1539601228492518272,RR,178,952.804,0.6070826290711986
1554015379255327360,LPV,220,997.275,206.87022710761255
1622171798664224256,RR,105,935.128,0.34723080879318424
1633211140221886720,RR,198,987.666,0.5391652046380611
1633412144693573376,DSCT|GDOR|SXPHE,411,998.246,
1726704606795652608,RR,114,974.962,0.5349725319808689
1729882500341502848,DSCT|GDOR|SXPHE,130,929.978,0.07239581349826622
1731493976367148160,RS,112,929.401,
1735718952876632320,RR,143,928.649,0.5614645833812653
1741190977433092864,RR,177,928.219,0.3368375978973707
1743232809181571328,RR,159,928.146,0.2806993707830762
1744717940153456896,RS,152,927.467,
1745935443126155008,RR,152,927.391,0.5834206556324976
1745948014496412288,RR,142,901.902,0.6963300177975759
1745948053150580736,RR,134,859.992,0.34927936245322394
1747513719055522304,ECL,122,928.398,0.41919055330592603
1748781288455951616,RR,127,927.645,0.4880462107815703
1755836854571552640,ECL,125,925.962,0.2933522341613553
1757683411332375168,RS,140,898.582,
1759083261433266560,ECL,136,926.639,0.30074993089082785
1759345052575438976,RR,138,926.639,0.3593480709672635
1760339285964412416,RR,108,898.649,0.5465915097936715
1763039583444644224,DSCT|GDOR|SXPHE,178,896.65,
1764293095418664960,RS,135,925.636,
1766930819517188736,RR,87,902.651,0.4893456952197809
1768708111343974144,RS,66,926.962,
1775847412141782784,RR,78,926.386,0.5628575749035232
1785396125169431424,DSCT|GDOR|SXPHE,169,925.634,
1790839394922328064,RR,162,924.453,0.5520474304836075
1791000576455257856,RS,209,900.137,
1793021096572761216,RR,89,902.312,0.6479257128559746
1794013169594860800,RS,92,924.202,
1798101291266974592,DSCT|GDOR|SXPHE,145,899.635,
1799949084980055680,ECL,106,922.946,0.37894766784154993
1801925010454718592,RR,131,926.14,0.39729872947832773
1802940585558427520,RS,221,925.638,
1802969653895244672,ECL,208,891.834,0.3304776408811159
1803814113169095040,RR,104,925.888,0.5979407892111294
1804447053908380288,DSCT|GDOR|SXPHE,117,925.637,
1805718982706397568,RS,122,925.061,
1805837038468627456,ECL,128,924.884,0.6589373359288674
1807214455976291456,ECL,156,924.959,0.25972695326211187
1807440916694561408,RS,197,924.634,
1807723564214588288,ECL,172,924.708,0.4187355662142225
1807799499233703040,RR,162,924.634,0.6086977123002016
1809723541501841536,ECL,129,924.132,0.6987854134132346
1811580169954892800,RS,121,891.898,
1812402531634927488,RS,153,895.147,
1814534970013814400,RR,174,924.13,0.5520025374317233
1816180835849310464,RS,114,923.88,
1818876151164557824,RS,127,922.95,
1820039464526109568,RS,153,924.383,
1820782734388705280,DSCT|GDOR|SXPHE,164,923.955,
1820853721604312448,DSCT|GDOR|SXPHE,147,888.901,
1821276453805172352,RS,145,923.556,
1821677496334910336,LPV,151,923.379,363.0080389507242
1821901663576114560,LPV,148,923.955,281.05447601013043
1822014947637651072,ECL,145,923.881,3.6627326620854226
1822157918506247808,LPV,158,923.704,35.12587296484992
1824960745472142464,CEP,142,922.878,2.180824235369659
1825067054511792896,LPV,143,922.803,141.5069699631876
1830975108398833152,DSCT|GDOR|SXPHE,137,922.875,
1843254282451867008,DSCT|GDOR|SXPHE,146,922.875,
1843455080765875456,RS,120,922.698,
1843537402397576576,RS,118,922.624,
1846353633934587136,RS,162,921.693,
1849917834014435968,DSCT|GDOR|SXPHE,141,898.376,
1850290396656338944,RR,163,921.692,0.5242211015521617
1852216328714165760,ECL,158,921.692,1.516959333068649
1852591713158050304,RR,233,921.367,0.5909675687379113
1852960320126983552,ECL,207,921.191,0.3154187192303531
1856617124007169408,ECL,169,892.96,0.6908612456935077
1859754138063615104,DSCT|GDOR|SXPHE,151,920.791,0.10786704549796636
1859759773060558848,DSCT|GDOR|SXPHE,205,920.866,
1861448103222175488,ECL,152,920.542,0.7964010911303675
1866094334426643200,ECL,167,920.187,0.652742868712562
1867039914422262016,RS,180,880.452,
1867743739302083456,DSCT|GDOR|SXPHE,203,895.692,0.05553315771628599
1868467286675558912,DSCT|GDOR|SXPHE,186,919.684,0.06433473953354099
1868987458757746688,DSCT|GDOR|SXPHE,147,894.614,
1870820683931290752,ECL,148,918.932,0.2988490806516884
1871308287285759744,DSCT|GDOR|SXPHE,175,919.433,0.05559468933481299
1871793996549357696,DSCT|GDOR|SXPHE,167,918.857,
1872276510352199296,DSCT|GDOR|SXPHE,144,878.944,
1890821045253011456,RR,145,1014.822,0.5758916563915281
1893870265874343552,RS,111,1024.157,
1901408551955689216,RS,139,1017.65,
1910657025291908096,DSCT|GDOR|SXPHE,139,1012.391,0.06930238065405743
1921520818650119296,RS,160,999.552,
1927763776953217664,RR,193,1010.318,0.4728122718361058
1932134851070788352,ECL,175,1011.071,1.15870030111499
1933134719457193344,RS,240,1006.141,
1935681497625261568,DSCT|GDOR|SXPHE,203,1002.063,0.07102018738073973
1943529468028644096,DSCT|GDOR|SXPHE,190,995.7,0.06001227821588882
1943903679940434688,ECL,230,995.625,1.6917430369250197
1944309051831634432,DSCT|GDOR|SXPHE,212,994.949,0.09953492442117348
1946496122200201344,RS,306,921.291,
1948171090724803328,RR,298,920.863,0.602123672435767
1950610700871829376,LPV,243,920.287,611.0286060431552
1951959286241002880,RS,194,897.189,
1952399086591890560,RR,211,920.184,0.27673871856205146
1952607001667724288,DSCT|GDOR|SXPHE,194,897.864,0.05766805258936315
1958003404735821696,RR,214,1014.152,0.46770717414677604
1958065939459349504,RS,219,1014.328,
1959388548869566208,ECL,186,1019.408,0.289605447736891
1959920124082798592,DSCT|GDOR|SXPHE,191,1016.906,
1960981328902089088,CEP,201,1014.83,5.331728887998482
1961284519234480640,ECL,167,1014.154,31.30637049076659
1963268450530982400,ECL,160,1007.073,0.9149840028376505
1963672791629182976,DSCT|GDOR|SXPHE,177,919.786,0.06726287056604227
1965008702561246592,DSCT|GDOR|SXPHE,155,918.931,
1966017744993565312,DSCT|GDOR|SXPHE,162,918.855,0.08013465677085824
1967721232104408832,RS,185,1020.588,
1971096762859075072,ECL,161,1018.411,0.25081936237046065
1971708851548379392,RS,140,1019.914,
1971830480715333504,RS,133,957.546,
1972293718706789504,ECL,168,1017.337,0.6378797036242349
1974083281266002304,ECL,178,1017.836,0.9469749122444432
1974424301662412544,DSCT|GDOR|SXPHE,170,1013.655,0.048285610928816586
1975166746890334720,RS,169,1011.328,
1976682831682628608,ECL,146,1006.074,0.3127605748459236
1976817663605173248,DSCT|GDOR|SXPHE,179,1007.826,
1976948947865501312,ECL,155,1005.221,2.007118721332558
1980341078668231296,DSCT|GDOR|SXPHE,157,1004.324,
1980691861548163328,ECL,171,1007.402,0.4222674802470773
1981068753520506368,RS,180,1004.148,
1982925485047060352,RS,180,1007.321,
1984952812692447616,ECL,177,995.956,0.7244213368878468
1987514606070910592,DSCT|GDOR|SXPHE,192,1006.396,
1987798211348096896,RS,160,1002.892,
1989087491810704000,RR,150,994.557,0.34926918848539273
1991418387738718848,ECL,179,994.702,12.483503381603073
1992902797156609920,ECL,176,994.627,0.369383071478924
1995558873653852160,DSCT|GDOR|SXPHE,171,993.704,0.05411653394181654
1995621026117776256,ECL,131,993.454,0.3374902037898483
1996743356915914368,DSCT|GDOR|SXPHE,147,992.88,
1997512052980756864,LPV,165,993.053,
1998384927774603520,CEP,158,991.874,4.734929939581752
1998547724216100608,ECL,134,992.554,0.2865078913295212
1999964857272205056,ECL,167,1004.572,1.4162841518209677
2000311993705025280,RS,185,999.816,
2001240256402726144,RS,160,1001.57,
2003483191400145024,DSCT|GDOR|SXPHE,157,992.885,0.12177319000963457
2003938801532007808,CEP,147,992.133,4.983511336273528
2004778862779810176,RS,116,951.905,
2004839606484805632,ECL,161,996.389,1.174208449859342
2005466156317010048,ECL,151,998.819,0.30471774235214844
2006989121667184384,CEP,156,992.134,6.416020246553356
2009942203731896448,DSCT|GDOR|SXPHE,153,991.704,
2010856890026081792,ECL,136,990.628,0.7431795573442762
2014709102031762944,CEP,132,990.057,5.435433729471257
2014835919527634432,CEP,155,990.203,1.9920223817099947
2017774334312782720,RS,155,922.376,
2019467616604307328,CEP,183,921.622,6.770224023093843
2019590590106567168,CEP,171,885.318,6.117683084377771
2023383321080348160,ECL,218,920.87,1.8113803101787547
2024674830607531392,RR,190,885.065,0.5540596946122607
2025033516279093248,ECL,143,886.063,0.790988981878025
2025348388909079296,RS,155,920.292,
2025493520099527680,LPV,172,920.116,497.7949741005475
2026186044963745408,LPV,182,919.866,465.2033478265886
2026304036290094208,RR,158,919.939,0.562063740020521
2026435183082764288,ECL,152,919.791,0.6866707798026029
2026775348802673536,LPV,215,921.371,511.7686569359202
2027358777168730368,LPV,195,889.704,274.31159108827677
2028153174326804864,CEP,177,920.618,2.667982170739926
2028251889886457728,LPV,163,920.441,
2028435851914281728,CEP,166,920.441,8.330258287838802
2028532918167049600,CEP,186,920.543,4.786087125302974
2028768729057736704,CEP,180,888.384,3.1599988297133383
2028787695633981952,CEP,190,920.19,4.69443483302118
2029228462334431360,CEP,160,889.135,7.131527106394976
2030063919381336832,CEP,172,920.366,7.818315864271902
2030094327752121984,CEP,154,920.366,5.078684392224503
2030128270848802560,CEP,172,888.809,3.57409771292599
2030403324896259712,CEP,165,888.381,8.988149915093665
2031104882008282112,CEP,144,889.054,4.836925701249815
2032359424805583744,DSCT|GDOR|SXPHE,158,919.688,
2032756932599752192,DSCT|GDOR|SXPHE,148,919.363,0.12072189261842324
2033219071090255488,DSCT|GDOR|SXPHE,138,919.186,
2033501641236034304,ECL,149,888.874,0.5630935115752603
2033997422238545792,CEP,145,888.629,5.075550196048111
2035570239258945280,ECL,119,918.609,3.46335773181346
2036805403107269248,DSCT|GDOR|SXPHE,163,881.812,0.0688035171577943
2037530702825123072,DSCT|GDOR|SXPHE,142,882.634,
2037688791978546048,RR,184,953.161,0.569666614226319
2038840118103139712,DSCT|GDOR|SXPHE,164,919.289,
2039260372058781568,RS,163,918.936,
2039886509564833664,RS,141,918.685,
2042871374393746176,DSCT|GDOR|SXPHE,153,918.183,
2043527679755400576,RS,150,952.259,
2044215630437624064,RS,159,952.579,
2044842077213611520,ECL,126,885.703,0.3418555323429556
2045249446270053632,DSCT|GDOR|SXPHE,141,886.203,
2045890427173387136,DSCT|GDOR|SXPHE,135,953.903,
2046426370374474112,RR,144,954.077,0.574882196749311
2047849963064554368,RS,112,954.645,
2047998465844961664,ECL,126,954.57,0.6338315573657505
2048412878644699136,DSCT|GDOR|SXPHE,140,953.749,
2048492692009319168,DSCT|GDOR|SXPHE,140,953.821,
2048654049650686976,RS,149,954.145,
2048823168287131776,RS,129,954.144,
2048987029873567104,DSCT|GDOR|SXPHE,140,953.644,
2050171788005682304,ECL,133,953.073,1.6826144214681265
2052068956660667904,DSCT|GDOR|SXPHE,142,953.319,
2052548244947539712,DSCT|GDOR|SXPHE,130,952.572,
2052724338608669056,DSCT|GDOR|SXPHE,141,916.677,
2055014277739104896,CEP,144,889.877,5.954939175765905
2055190714992394368,RS,167,919.612,
2058857380129393152,CEP,145,856.636,5.759373192005169
2059322610979414656,DSCT|GDOR|SXPHE,151,918.683,
2060021625508894592,CEP,134,889.121,4.364672314522367
2060581925433448064,CEP,131,918.431,5.8318837817340965
2060780322889127808,CEP,132,918.181,6.010664624996892
2061738581629610240,LPV,144,884.692,477.5621401964018
2062006312707634944,LPV,152,955.313,
2065996783982879232,CEP,152,917.175,4.800966893765492
2067435598026004992,CEP,146,917.854,6.211044967372635
2068890389351292928,CEP,140,916.925,5.850188945078347
2070770416798291328,DSCT|GDOR|SXPHE,128,954.978,
2070916789287666944,LPV,131,954.378,
2070945548389328256,DSCT|GDOR|SXPHE,121,954.553,
2070972830022345856,LPV,128,954.627,
2071908033405395456,RS,135,954.892,
2072104261860390400,RS,133,954.568,
2072255406030135680,ECL,111,955.14,0.4330390757921481
2072302307078528512,DSCT|GDOR|SXPHE,145,955.067,
2072474208838924032,DSCT|GDOR|SXPHE,155,955.065,
2073052070927083520,DSCT|GDOR|SXPHE,115,954.067,
2075280063749901824,DSCT|GDOR|SXPHE,130,953.988,
2075322223144321536,RS,148,916.675,
2076328070122362368,DSCT|GDOR|SXPHE,124,916.852,
2077262895523642368,DSCT|GDOR|SXPHE,109,857.621,
2078505721620713344,DSCT|GDOR|SXPHE,119,952.886,
2078893265106390784,DSCT|GDOR|SXPHE,135,952.56,0.05129518535959228
2079545928334683648,DSCT|GDOR|SXPHE,132,952.312,
2079689998718316672,RS,118,952.134,
2082080916808675456,DSCT|GDOR|SXPHE,112,915.848,
2082692898111932800,ECL,116,952.878,0.3040138152678232
2082780279229179904,DSCT|GDOR|SXPHE,111,915.169,
2083839624326119424,ECL,133,953.301,2.6427986122308256
2086576686717960192,ECL,103,919.494,0.7816626001664654
2087788795211453824,DSCT|GDOR|SXPHE,130,951.552,
2092786621010337024,DSCT|GDOR|SXPHE,144,951.152,
2096525411522275456,DSCT|GDOR|SXPHE,132,949.652,
2096568395554068480,RR,132,950.078,0.562283949032396
2096900722943392896,DSCT|GDOR|SXPHE,122,949.577,
2098311258922018048,ECL,124,949.323,0.3146117247709994
2098404786129636608,DSCT|GDOR|SXPHE,135,949.001,
2101890306713141760,DSCT|GDOR|SXPHE,121,951.316,
2105519755935203840,ECL,111,949.818,1.7184689124195665
2105991931758844544,RS,132,949.066,
2106672632535352064,DSCT|GDOR|SXPHE,126,948.743,
2109445218605671040,DSCT|GDOR|SXPHE,141,947.328,
2110428942211406848,DSCT|GDOR|SXPHE,121,947.999,
2114339286594451200,RS,121,945.146,
2117127029608957440,RS,114,947.819,
2126597222042478976,RR,114,914.919,0.4945365604588488
2127825342168664704,LPV,135,914.166,
2135078343641059968,DSCT|GDOR|SXPHE,122,949.982,
2135793949611509376,DSCT|GDOR|SXPHE,103,949.376,
2136284370455900928,DSCT|GDOR|SXPHE,99,949.054,
2137034065588681984,ECL,116,950.051,0.851992030162323
2137317602149262848,ECL,121,949.551,0.29305452112203995
2143775343175289472,ECL,106,947.385,7.188474632678753
2144453810569093888,DSCT|GDOR|SXPHE,120,881.6,
2162640763705905920,CEP,168,956.798,3.569020500490363
2162765626980470400,RR,76,892.854,0.4559620794483755
2163029887725583488,ECL,69,860.949,0.3464504005663211
2163049885106065408,CEP,117,956.548,9.720813695357537
2163267519678403712,CEP,147,956.05,7.090768168107963
2163523190508725760,DSCT|GDOR|SXPHE,139,956.297,
2163872629037282048,CEP,137,955.796,3.1976311053306756
2164132251224665984,DSCT|GDOR|SXPHE,129,957.118,
2165161497195439744,DSCT|GDOR|SXPHE,137,956.119,
2165512752484016000,CEP,135,955.294,5.258224588056586
2165623704388671488,RS,131,955.294,
2165638925753967232,CEP,117,1018.74,7.611022472211045
2167477377911246208,DSCT|GDOR|SXPHE,128,954.475,
2167956833693039488,CEP,125,954.546,3.621692696860161
2172686554763264768,CEP,148,1007.404,4.5621010930762855
2172935387986333568,CEP,149,1008.48,2.5230276307626127
2173304239782541824,CEP,171,1007.153,3.4744324440193415
2173958243040530944,CEP,163,1002.324,4.3522355194893345
2174606267706966144,ECL,161,1004.578,1.6702832499843272
2174627776903099648,CEP,182,1004.402,4.894226014425339
2174689521350677760,CEP,175,1002.649,4.3674262502074
2174891728408509056,CEP,161,1000.823,5.0322729886727275
2175235635031237248,CEP,154,997.896,8.192353621232675
2178267022947704704,CEP,155,999.073,3.2141083006628457
2180472742045939456,ECL,117,953.294,0.3356571547729546
2181415199616841728,DSCT|GDOR|SXPHE,112,951.796,
2182716295521947264,ECL,145,977.253,0.7256071694377217
2185132510985835392,DSCT|GDOR|SXPHE,111,950.868,
2189712354876705408,ECL,159,1004.906,0.5409744552510244
2190771493803355392,ECL,130,1003.656,0.3358060872063526
2198989789170922496,CEP,155,954.91,2.9254890909589255
2199812812286458368,RR,141,992.065,0.3998973503514647
2200512101679984128,CEP,144,990.385,1.917685642923672
2200929331984972672,CEP,152,990.208,3.0532613952167824
2201715448436411264,RS,130,989.958,
2203738579888686336,ECL,142,994.07,0.5117639552138231
2204214054254935808,ECL,124,989.314,2.8536699774111036
2206846147645630720,CEP,134,989.956,1.6055384711750564
2208077257071499264,CEP,132,989.057,3.703272985573618
2209798233286495744,CEP,143,987.552,2.726839371499514
2211419252725035904,LPV,108,988.456,
2219916351601637760,ECL,131,986.811,1.8192911467976478
2228869262468528896,ECL,134,983.951,0.9585960950298191
2238011147599575936,ECL,175,1010.918,2.1944301126236665
2238966451406033152,RR,92,947.293,0.5365629952884039
2241005495720214272,ECL,187,1010.345,0.3009572152201387
2242086251227410816,RR,220,1010.172,0.5934900759786622
2256926703265601920,RR,324,1011.426,0.30021944774623793
2268895913827623040,RR,117,980.973,0.29949670123222083
2285485555722194816,DSCT|GDOR|SXPHE,126,981.061,
2294281717463454464,RR,103,979.645,0.5826075657335936
2303359766498721408,RS,117,978.065,
2309944947795248384,RR,124,1037.654,0.5663940714086886
2355486616338930304,RR,103,879.586,0.5725153483786595
2370827517965246720,RR,115,880.27,0.5415521487236372
2414374397538308352,RS,113,1030.898,
2421604064448120320,RS,125,1027.719,
2421625672427564672,RR,114,889.038,0.5915666054716581
2466866182159431936,ECL,115,910.533,1.2862217253259771
2489341295047662208,RS,71,910.538,
2533686218198771200,DSCT|GDOR|SXPHE,105,870.271,
2549930712225323520,RR,141,875.783,0.5426365269520995
2550369825386156544,ECL,138,876.859,0.9290182928113525
2590571582565483136,LPV,107,916.068,530.4759868747892
2613900745405606272,RR,127,935.497,0.6640057415164328
2614545712054717312,DSCT|GDOR|SXPHE,74,935.673,
2616631210734771840,RR,98,935.599,0.5388822954955353
2618963339321134080,RS,74,934.67,
2686847152864863488,CEP,101,905.096,19.348749585440242
2687564897730828416,RR,107,931.408,0.39767617335735683
2691641440169957120,RR,137,930.478,0.5000110472226582
2740035546817737472,RR,120,1019.815,0.5790342418081602
2758726114915133568,RR,194,1019.316,0.2979137182980814
2774110241092584192,ECL,143,1012.383,2.588962409603698
2806366029600345344,RS,119,1006.301,
2825861916950501760,RS,153,1016.716,
