source_id,label,n_obs,t_span,period_d
4533371004948018176,RR,213,931.573,0.6120121957982715
4543713767219649280,RR,155,956.252,0.6768305176701487
4556812661560775680,RS,254,955.243,
4575718076805913984,RS,251,956.322,
4604233047578256128,RR,125,946.088,0.4584633841551347
4651962198826402816,CEP,114,980.231,2.94430634521093
4652111732431873664,CEP,118,980.481,4.631137197897533
4652119562164632576,RR,116,952.916,0.5517506706814057
4652145125754785920,CEP,104,980.408,3.82883314253
4654083908349603328,RR,109,978.907,0.5971150690992227
4655051860865424256,CEP,112,979.981,3.938394984361466
4655367794338029184,CEP,117,979.732,2.035110204399039
4656822246371349248,CEP,122,981.23,5.6989855725286676
4657223357804507264,CEP,117,981.157,3.768619486082178
4657239644218966528,CEP,115,981.157,3.554885957274994
4657926087390795136,CEP,120,980.731,4.680523915965476
4657945809889508352,CEP,110,980.732,2.7190635478129286
4658062529911324928,CEP,120,980.982,7.754542002854839
4658180005850888320,CEP,95,980.908,2.620267655140086
4658359535482065152,CEP,98,980.733,3.65266009721142
4658369362370114688,CEP,116,980.733,2.7446479242017716
4659904314912734976,RR,585,979.937,0.6338841494705326
4660525573333920512,ECL,339,1002.926,3.248545398287056
4660640403589927296,CEP,265,988.667,4.013434814540052
4661016573999538816,CEP,224,960.424,3.1373061515736116
4661499293990747648,CEP,134,1009.931,16.84093998101445
4663327914921049856,RR,209,994.173,0.4968764387568579
4685188851781026176,RR,146,970.89,0.6086628091572381
4685827638001043712,CEP,126,971.217,8.396524786405482
4685870003584284160,CEP,143,971.469,3.739737422388328
4686285859447634560,CEP,128,972.396,8.115982091353013
4688441829954582656,CEP,130,970.716,3.3838590729592433
4688846656420994688,CEP,153,971.218,17.462227201665435
4688977395246198656,CEP,121,970.969,9.558569207568208
4689082398598438272,CEP,127,971.146,5.146964227590443
4690127037676227840,CEP,125,970.72,2.637399336723937
4692095296632763008,RR,127,970.9,0.5709030322135916
4704720202675498880,RR,122,970.902,0.3299163646923178
4795472724201174400,LPV,115,919.143,235.2907408397281
4852571015866786944,RS,149,949.687,
4871322568203636224,RS,152,952.036,
4960052641168727936,RR,252,984.687,0.4962505404500107
5230506869236405760,DSCT|GDOR|SXPHE,87,985.464,0.076512696587159
5231430115416933248,ECL,109,908.147,0.5681829384958671
5235324173306416384,ECL,117,986.886,1.8613591350201677
5249397097487396480,RR,119,988.147,0.4009822940101761
5250570718764627328,RR,141,989.399,0.6248302125393247
5252234559068204800,RS,123,989.216,
5252981883378763904,DSCT|GDOR|SXPHE,120,989.218,
5253087913201122560,RS,130,989.569,
5258109833795329536,CEP,138,990.469,6.603958297743957
5261543436787893376,RR,87,980.65,0.5193563634753022
5294046100020039808,RR,114,911.082,0.685017368167024
5299179685466893184,RS,170,994.727,
5324101761463348736,ECL,142,1016.495,0.5929336355220297
5332743892799736448,ECL,68,988.634,0.3117744147492209
5332969017843328000,CEP,150,988.708,4.496396185109546
5333133669673918208,CEP,85,988.885,
5350977643913585280,CEP,125,991.466,4.8601193562826746
5351287225114385024,ECL,81,991.967,0.2272667739441332
5351454827627440512,CEP,154,991.218,6.662281913311352
5354237695869805184,DSCT|GDOR|SXPHE,148,993.718,
5354903999912306816,CEP,167,994.222,2.91823913436317
5356341439574963712,RS,177,999.727,
5360638502800975616,RS,163,996.896,
5372095688833746688,CEP,224,996.463,24.52631733905194
5445344397560520576,RS,157,1017.737,
5464442605295709056,DSCT|GDOR|SXPHE,126,900.378,
5518867159568906624,DSCT|GDOR|SXPHE,109,915.171,
5519861423017907840,CEP,135,916.026,3.0060595113314807
5540101168641011840,CEP,149,917.931,4.563611101085157
5590577376645988992,DSCT|GDOR|SXPHE,139,952.652,
5594367083995362816,DSCT|GDOR|SXPHE,144,888.448,
5601086233914919424,ECL,172,920.867,2.4031010601973817
5608064726830423936,RS,152,952.91,
5610147893350949504,CEP,178,919.862,1.144362427140794
5613375028701902976,CEP,198,920.792,2.8717444535119556
5618522770343110016,DSCT|GDOR|SXPHE,264,921.118,
5646942809459636224,DSCT|GDOR|SXPHE,183,887.642,
5728269045990689280,DSCT|GDOR|SXPHE,132,926.389,
5751340678295347328,ECL,131,926.715,0.3992568419542821
5786200286437407616,ECL,157,979.627,0.6900704309558982
5792268903428991616,DSCT|GDOR|SXPHE,167,1001.879,0.0695833389341212
5796331667616127744,RS,146,1002.38,
5800132370091909632,RS,191,998.303,
5810032063531502336,RS,190,994.12,
5810207401275670784,RR,200,993.944,0.7166489985686475
5823134325151372032,CEP,196,987.866,6.323304317755489
5823571037413097984,DSCT|GDOR|SXPHE,163,996.125,0.0473488295070604
5823914978405701120,ECL,257,993.122,0.941609451994821
5827466847663415424,LPV,142,932.948,47.04632395543465
5828997397862288512,ECL,209,988.116,0.4550596366816683
5833282611359563392,LPV,158,931.369,
5835552759286773888,ECL,143,931.295,0.5942123723028883
5835784275183485440,LPV,169,930.691,
5841856809128821504,RS,145,983.704,
5851038830780952192,RS,162,1002.881,
5855662788221291008,ECL,122,907.57,0.3411166270360292
5858552068634955776,ECL,152,987.452,0.6937549524791513
5858697994449691648,RS,158,987.451,
5865228097145231616,RS,159,989.626,
5865946005080568064,CEP,204,1001.131,
5867716154409438464,LPV,149,934.557,
5871274723817671168,RR,156,933.378,0.5081576256293164
5879559956205663360,LPV,172,932.875,
5880458497704661248,LPV,96,931.695,490.74347342852855
5882858662898086016,LPV,174,897.072,327.44191834105214
5885877853089354624,LPV,106,929.364,
5906525513220653312,ECL,81,928.289,1.5536855447281446
5914491818573797632,RS,147,984.109,
5917046602573463296,RS,173,978.352,
5924045608237672448,LPV,102,893.48,
5924176694966356352,RS,132,928.182,
5931880418876713600,ECL,52,929.613,0.3205373794324809
5937153818433891328,ECL,139,928.182,0.9662810341330744
5939312498988455296,ECL,132,926.678,0.8707066711544654
5954798712272503680,RR,117,973.586,0.5414880030065531
5960600800789867136,ECL,61,751.156,0.3041378686642645
5971841176858882304,LPV,115,923.844,
5971945419982179200,LPV,140,923.668,
5977612066703655168,LPV,142,922.088,165.52180350299878
5977978169792927488,LPV,150,921.912,271.1770598524443
5980101769044365184,RR,121,920.909,0.653364484070509
5980262233406959360,LPV,91,887.028,
5980497047858441472,LPV,104,886.526,417.4493793650171
5984092794418368256,LPV,237,927.106,
5985295969403800192,LPV,155,928.686,
5991898811569240832,ECL,130,892.152,0.3182801157615265
6000880614660927360,RS,101,926.18,
6003414477870825216,RR,96,894.236,0.3168949288618766
6008956325714668416,ECL,134,892.3,0.6300556070811756
6017767910670513792,RR,141,923.418,0.5758218460637035
6019731466635009408,RR,159,922.591,0.5509387268423055
6022966680844004096,ECL,235,889.715,0.3640171384295833
6026593969805570048,ECL,118,921.262,0.5091892739014953
6032528343185996544,CEP,95,919.655,1.858182360064155
6052247186565551744,ECL,139,917.575,0.2865026163057254
6056015663928461312,ECL,172,956.587,0.3062537884869674
6078650828738435712,RS,162,998.207,
6082202285655424000,DSCT|GDOR|SXPHE,165,932.629,
6101648523180196608,DSCT|GDOR|SXPHE,82,926.433,
6113121239819864960,DSCT|GDOR|SXPHE,122,927.866,
6125349080438315648,RR,223,995.209,0.4215197670740204
6126560020697411200,DSCT|GDOR|SXPHE,142,963.6,
6127171894610360832,ECL,198,996.708,0.2803847183353705
6128551682929290880,RS,169,998.634,
6138424846370872704,RR,103,1000.959,0.5990646827847466
6151975983580888960,DSCT|GDOR|SXPHE,110,1002.21,
6160207344238415232,RS,102,1004.212,
6177154009583268736,RS,65,922.276,
6234316764416124032,RS,86,920.159,
6344007789611715072,RS,138,973.96,
6424206408261302272,CEP,232,992.44,
6425058426693004800,RS,207,992.94,
6608905219055136896,DSCT|GDOR|SXPHE,86,942.521,
6636618379571413760,RR,155,985.606,0.5498560261337524
6644394572479806464,RS,103,982.851,
6651097809541838848,RS,83,982.1,
6651921446832771072,RR,102,982.779,0.5349893853149308
6652809581644842112,RS,79,981.85,
6655561246934469376,RS,90,944.966,
6658475326405895936,ECL,108,980.345,0.2838581585250359
6704090937107549696,RR,91,979.094,0.7306486654314359
6708299528321321728,LPV,102,802.896,47.46465468676771
6714090175023880064,RS,76,976.409,
6757580081857567104,DSCT|GDOR|SXPHE,66,971.571,
6758110085119051648,RR,68,972.072,0.5111052834428074
6770441245465261824,RR,70,969.387,0.4659702135268913
6782765843092840704,RR,169,973.902,0.2885320409225113
6788921287140457088,RS,84,971.32,
6791363435608754304,RR,96,969.065,0.5773328691331521
6877140190280498688,DSCT|GDOR|SXPHE,111,967.126,0.0442230805057301
6903445318778809472,RS,135,932.916,
